word,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
διασκεδασμενος,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
εφεμερης,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απεχει εξισου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εξοπλιζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ισοδυναμιας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
οθεν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προ πολλου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
διεφυγε,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ιδιαιτερος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
οιστρογονα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ευαγγελιστικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τυχαιο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καθε μερα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανυψωμενος,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
υπερτερω,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
εξαιρειται,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
αποκλειοντας,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
αποπνεω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
υπαρκτος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
υπαρχον,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναπτυγμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
έξοδο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ληγμενος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαλλοτριωση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
επεκτασιμο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αποσπων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εξωδικος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
εξωσχολικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αλλοκοτο θεατρικο εργο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προσοφθαλμιο φακο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κατασκευασμενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προθυμως,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
αρκετα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
πεφτει,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ψευτιζω,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ενημερωνω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
διασημα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φαντανγκο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
δοντι ζωου,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
κυνοδοντες,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
μουσικη φαντασια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ναυλο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φαραω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
περιτονια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ευνοια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αγαπημενη,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ευνοιοκρατια,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φοβισμενα,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
προσποιημενος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αρραβωνιαστικια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νηματωδης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κωλυσιεργια,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μεμβρανωδης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φιναλε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
χρηματοδοτης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καυσοξυλα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τοποθετημενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναποσπαστο εξαρτημα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
επισημανση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
πλαισιωνεται,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβοσβηνει,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αφρατο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απροσδοκητη επιτυχια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
αυλακωτο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σφονδυλος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
πασαρω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απετυχε,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αδενας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ακολουθηστε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
χαϊδευοντας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
χαζευεις,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απογορευτικος,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αναγκασμενος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
προγονοι,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
προβλεπομενη,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
προειδοποιημενος,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
χανεται,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
συγχωρεται,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τυπικη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φορτε,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κατοχυρωνω,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κατα δεκατετραημερο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
βρεθηκαν,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
μπροστα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
συνοφρυωματος,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
αγανακτω,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
απογοητευμενοι,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καυσιμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εξαγριωμενα,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αδεια απουσιας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καμινος,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
χορηγω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
παραφορα,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ασφαλεια ηλεκτρικη,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ματαιοτητα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γκαμπι,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
καλπαζοντας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
συμμορια,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αλλοιωμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
βαθεια πληγη,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ειδος αντιλοπης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γελη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ευνουχιζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γηριατρικος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
βραγχιο υχθυος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
επιχρυσος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντηλια,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
λαμπερη,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κυπελλο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απροσδοκητο καλο,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ματογυαλια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σημαντηρι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καλα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καλοπροαιρετα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τριγωνικο τεμαχιο,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
αιματοβαμμενος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
αρθριτιδα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γκρειντερ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
δεχομενος παραχωρηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αρπακτικος,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ικανοποιω,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
δωρεαν διδομενος,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
αγελαιος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
στα καρβουνα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γριλια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αλεση,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φαγωσιμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ακαθαριστο,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
βρυχαται,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
γρυλλισμος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κοκκοι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γλαρος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κομμι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ριπη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γελοια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γυμναστηριο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
βιοτοπο,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τα μισα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σταματα,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
στο μισο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ζαμπον,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σφυρηλατηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
παρενοχλωντας,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σκληραινω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σκληρυνει,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
βαφη μεταλλου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σκευη εξαρτηματα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
λαγος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κανω κακο,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αρμονικες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ιπποσκευη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
οδυνηρη,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
καπελο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τραυλιζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καλλυμα κεφαλης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ταφοπλακα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αλλοθρησκος,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
φτερνα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ηγεμονικη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
γελαδιτσα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εφεξης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κηρυσσω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αγελη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ηρωικος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
έρπης,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
λαξευω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
παρεμποδιζει,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
χιπης,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
βραχνος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σκαπανη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανυψωτηρας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανθρωποκτονος,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
μηνας του μελιτος,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
αιγοκλημα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προαιρετικη αμοιβη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κουκουλοφορος,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
αγκυλος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κρικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ελπιζω,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
ζεστο,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ιδιοκτητης σπιτιου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανθρωπιστικες επιστημες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μουρμουριζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ώρα,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ποναω,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
καταφερτζης,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ύδρα,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
υδροκεφαλος,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
υπνωτισμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εμβληματικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
πανομοιοτυπα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ιγκλου,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναβω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αμαθης,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
άρρωστος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
δυσαναγνωστος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
φανταζομουν,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ενσωματωμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μιμηθηκε,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απροσβλητος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ασυλια ανοσια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καταστρεφω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ωθημενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαραδεκτο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εμφυτευμενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ενοχοποιω,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εμπλεκεται,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σιωπηρο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εσωτερικη καταρρευση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
βελτιωσει,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
βελτιωθηκε,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
βελτιωμενος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
δεν ακουστηκε,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
πυρακτωμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
θυμιαμα,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αρχομενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κοπτερος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεπιεικης,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ρεπω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ασυμβατες,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ασαφη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ασημος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αυξησουν,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναποφασιστο,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ινδικο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απαραιτητος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αδαμαστος,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
προκαλειται,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανελαστικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νηπιακος,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
πεζικο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αγονια,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
διογκωμενος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εγχυμενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
βαθια ριζωμενος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναχαιτηση,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
πανδοχειο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ξενοδοχος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καινοτομω,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αρρηκτα συνδεδεμενο,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
εισηχθη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ασημαντοτητα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ελεγχω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ενσταλαξω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
νησιωτικος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
απομονω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εξεγερμενος,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
προοριζεται,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
σκοπιμα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναχαιτιζω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
εναλλασσεται,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ιντερφερομετρο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
διαλογικος,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ατελευτητος,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
κρατω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακρινω,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
επεμβαινοντας,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
διεργασια,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ραδιουργια,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
παρεμβατικος,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ακυρω,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ακυρο,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κατα κανονα,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καταγραφη εμπορευματων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αναστροφη,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανεστραμμενο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ανακριτης,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αορατο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ενασχοληση,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ιωτα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ιριδυων,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ίρις,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ευεξαπτος,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ισοθερμος,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
καταγραφω,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
αντικειμενα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κουβεντολοι,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
υποδοχες,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπλοκαρει,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σαγονια,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
τσιμπι,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τζακ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
σκουντημα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
χεστρα,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ενταχθηκε,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τζορναδα,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
κανατα,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
μπερδεψε,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
τσαμπο,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
