Date,Name,Sex,Country Killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local/Foreign,Source of Fire,Type of Death,Impunity (for Murder),Taken Captive,Threatened,Tortured,,,,,,,,,
10/10/14,Raed Al-Azzawi,,Iraq,Sama Salaheddin Channel,Iraq,,,,,,,,,,,"",,,,,,,,,
10/12/14,Taing Try,,Cambodia,Freelance,Cambodia,,,,,,,,,,,"",,,,,,,,,
10/14/14,Kadri Ba_du,,Turkey,Azadiya Welat,Turkey,,,,,,,,,,,"",,,,,,,,,
10/15/14,Atallah Bajbouj,Male,Syria,Nabaa Media Foundation,Syria,Internet,"Camera Operator, Internet Reporter","Human Rights, Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
10/16/14,Pablo Medina Vel‡zquez,Male,Paraguay,ABC Color,Paraguay,Print,Print Reporter,Crime,No,Local,"Criminal Group, Government Officials",Murder,Yes,No,Yes,"No",,,,,,,,,
11/9/14,Fernando Raymondi,,Peru,Caretas,Peru,,,,,,,,,,,"",,,,,,,,,
11/16/14,Abdirizak Ali Abdi,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,Politics,Yes,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
11/22/14,Zaher Mtawe'e,Male,Syria,Zebdine Coordination Committee,Syria,Internet,"Camera Operator, Internet Reporter","Human Rights, Politics, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
11/26/14,MVN Shankar,Male,India,Andhra Prabha,India,Print,Print Reporter,Corruption,No,Local,Criminal Group,Murder,Yes,No,No,"No",,,,,,,,,
12/5/14,Mohamed Isaq,Male,Somalia,Kalsan TV,Somalia,Television,Camera Operator,"Culture, Politics",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
12/5/14,Abdulkadir Ahmed,Male,Somalia,Freelance,Somalia,"Radio, Television",Broadcast,Politics,Yes,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
12/6/14,Luke Somers,Male,Yemen,Freelance,American,"Print, Internet","Photographer, Editor","Culture, Human Rights, Politics",Yes,Foreign,Political Group,Murder,Partial,Yes,No,"No",,,,,,,,,
12/8/14,Salem Khalil,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
12/8/14,Rami Asmi,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
12/8/14,Yousef el-Dous,Male,Syria,Orient News,Syria,"Television, Internet",Broadcast,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
12/10/14,Mahran al-Deeri,Male,Syria,Al-Jazeera,Syria,Internet,Internet Reporter,"Human Rights, Politics, War",No,Local,"Military Officials, Political Group",Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
12/15/14,Reynaldo Paz Mayes,,Honduras,RPM TV Canal 28,Honduras,,,,,,,,,,,"",,,,,,,,,
12/21/14,Zubair Hatami,Male,Afghanistan,Mitra TV,Afghanistan,Television,Camera Operator,"Human Rights, Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
12/23/14,Marcos de Barros Leopoldo Guerra,Male,Brazil,Ubatuba Cobra,Brazil,Internet,Internet Reporter,"Corruption, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
12/26/14,Robert Chamwami Shalubuto,,Democratic Republic of the Congo,Congolese National Radio and Television ,Democratic Republic of Congo,,,,,,,,,,,"",,,,,,,,,
Jan-15,Kenji Goto,Male,Syria,Freelance,Japanese,"Television, Internet","Camera Operator, Photographer, Internet Reporter","Culture, Human Rights, Politics, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,"Yes",,,,,,,,,
1/2/15,Jos_ Mois_s S‡nchez Cerezo ,Male,Mexico,La Uni—n,Mexico,"Print, Internet","Internet Reporter, Print Reporter, Publisher","Corruption, Crime, Politics",No,Local,Government Officials,Murder,Yes,Yes,Yes,"Yes",,,,,,,,,
1/2/15,Fayez Abu Halawa,,Syria,Orient News,Syrua,,,,,,,,,,,"",,,,,,,,,
1/2/15,Dirar al-Jahad,,Syria,"Local Coordination Committees, Abtaa Media Office",Syria,,,,,,,,,,,"",,,,,,,,,
1/4/15,Khaled al-Washli,Male,Yemen,Al-Masirah TV,Yemen,Television,Broadcast,"Human Rights, Politics, War",No,Local,Political Group,Dangerous Assignment,,,,"",,,,,,,,,
1/7/15,Bernard Maris,Male,France,Freelance,France,"Print, Internet",Columnist,Business,Yes,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/7/15,Georges Wolinski,Male,France,Charlie Hebdo,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/7/15,Jean Cabut (Cabu),Male,France,Charlie Hebdo,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/7/15,Stephane Charbonnier (Charb),Male,France,Charlie Hebdo,France,"Print, Internet",Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/7/15,Bernard Verlhac (Tignous),Male,France,Freelance,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/7/15,Elsa Cayat,Female,France,Freelance,France,"Print, Internet",Columnist,Culture,Yes,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/7/15,Moustapha Ourrad,Male,France,Charlie Hebdo,France,"Print, Internet",Editor,"Culture, Human Rights, Politics",No,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/7/15,Philippe Honor_,Male,France,Freelance,France,"Print, Internet",Columnist,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Partial,No,Yes,"No",,,,,,,,,
1/8/15,Nerlita Ledesma,,Philippines,Abante,Philippines,,,,,,,,,,,"",,,,,,,,,
1/25/15,Randa George,Female,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
1/25/15,Dalia Marko,Female,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
1/25/15,Musa Mohamed,Male,South Sudan,Raja FM,South Sudan,Radio,Editor,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
1/25/15,Boutros Martin,Male,South Sudan,South Sudan Television,South Sudan,Television,Camera Operator,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
1/25/15,Adam Juma,Male,South Sudan,Raja FM,South Sudan,Radio,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
2/14/15,Luis Carlos Peralta Cu_llar,,Colombia,Linda Stereo,Colombia,,,,,,,,,,,"",,,,,,,,,
2/14/15,Maurito Lim,,Philippines,dyRD,Philippines,,,,,,,,,,,"",,,,,,,,,
2/26/15,Avijit Roy,Male,Bangladesh,Freelance,United States,"Print, Internet","Internet Reporter, Print Reporter","Culture, Human Rights, Politics",Yes,Foreign,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
2/27/15,Ivanildo Viana,,Brazil,100.5 FM Lider,Brazil,,,,,,,,,,,"",,,,,,,,,
2/28/15,Serhiy Nikolayev,Male,Ukraine,Segodnya,Ukraine,Print,Photographer,"Human Rights, War",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
3/2/15,Edgar Quintero,,Colombia,Radio Luna,Colombia,,,,,,,,,,,"",,,,,,,,,
3/5/15,Gerardo Ceferino Serv’an,Male,Brazil,Ciudad Nueva FM ,Paraguay,Radio,Broadcast,Politics,No,Foreign,Government Officials,Murder,Yes,No,No,"No",,,,,,,,,
3/8/15,Noureddine Hashim,Male,Syria,Al Etihad Press ,Syria,"Television, Internet","Broadcast, Photographer, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
3/10/15,Danilo L—pez,Male,Guatemala,Prensa Libre,Guatemala,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,"Criminal Group, Government Officials",Murder,Yes,No,Yes,"No",,,,,,,,,
3/10/15,Federico Salazar,,Guatemala,Radio Nuevo Mundo,Guatemala,,,,,,,,,,,"",,,,,,,,,
3/18/15,Abdel Karim al-Khaiwani,,Yemen,Freelance,Yemen,,,,,,,,,,,"",,,,,,,,,
3/30/15,Washiqur Rahman Babu,Male,Bangladesh,Freelance,Bangladesh,Internet,Internet Reporter,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
4/1/15,Jamal Khalifeh,Male,Syria,Freelance,Syria,Internet,"Camera Operator, Photographer, Internet Reporter, Producer",War,Yes,Local,"Local Residents, Political Group",Crossfire/Combat-Related,,,,"",,,,,,,,,
4/13/15,"Melinda ""Mei"" Magsino",,Philippines,Philippine Daily Inquirer,Philippines,,,,,,,,,,,"",,,,,,,,,
4/16/15,Humam Najjar (Abu Yazan al-Halabi),Male,Syria,Aleppo Today,Syria,"Television, Internet","Broadcast, Internet Reporter","Human Rights, War",No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
4/16/15,Soleil Balanga,Male,Democratic Republic of the Congo,Radio Monkoto Soso Aleli,Democratic Republic of the Congo,Radio,Broadcast,"Culture, Politics",No,Local,Local Residents,Murder,No,No,No,"No",,,,,,,,,
4/20/15,Mohamed Shamsan,Male,Yemen,Yemen Today,Yemen,Television,Broadcast,"Culture, Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
4/20/15,Monir Aklan,,Yemen,Yemen Today,Yemen,,,,,,,,,,,"",,,,,,,,,
4/20/15,Hazzam Mohamed Zeid,,Yemen,Yemen Today,Yemen,,,,,,,,,,,"",,,,,,,,,
4/22/15,Muftah al-Qatrani,Male,Libya,Al-Anwar,Libya,Television,"Broadcast, Editor, Producer",War,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
4/26/15,Thaer Al-Ali,Male,Iraq,Rai al-Nas,Iraq,Print,Editor,"Corruption, Crime, Culture, Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
4/29/15,Daud Ali Omar,Male,Somalia,Radio Baidoa,Somalia,Television,"Broadcast, Producer","Culture, Politics",No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
4/30/15,John Kituyi,Male,Kenya,Mirror Weekly,Kenyan,Print,"Editor, Publisher",Politics,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
5/1/15,Firas al-Baher,Male,Iraq,Nineveh al-Ghad,Iraqi,Television,"Producer, Technician",Politics,No,Local,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
5/12/15,Ananta Bijoy Das,Male,Bangladesh,Freelance,Bangladesh,"Print, Internet","Internet Reporter, Print Reporter","Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
5/20/15,Pow James Raeth,,South Sudan,Radio Tamazuj,South Sudan,,,,,,,,,,,"",,,,,,,,,
5/21/15,Abdullah Qabil,Male,Yemen,"Yemen Youth TV, Belqees TV",Yemen,Television,Broadcast,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,Yes,No,"No",,,,,,,,,
5/21/15,Youssef al-Ayzari,Male,Yemen,Suhail TV,Yemen,Television,Broadcast,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,Yes,No,"No",,,,,,,,,
5/31/15,Ammar al-Shami,Male,Syria,Qasioun News ,Syria,Internet,Photographer,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
6/8/15,Jagendra Singh,Male,India,Freelance,India,"Print, Internet",Internet Reporter,"Corruption, Crime, Politics",Yes,Local,Government Officials,Murder,Yes,No,No,"Yes",,,,,,,,,
6/14/15,_ukasz Masiak,Male,Poland,Nasza M_awa,Poland ,Internet,"Editor, Internet Reporter","Corruption, Crime",No,Local,Local Residents,Murder,Yes,No,Yes,"No",,,,,,,,,
6/26/15,Mohammed al-Asfar,Male,Syria,Al-Jazeera,Syria,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
7/2/15,Filadelfo S‡nchez Sarmiento,Male,Mexico,La Favorita 103.3FM La Voz de la Sierra Sur,Mexico,"Print, Radio","Broadcast, Print Reporter",Politics,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
7/4/15,Akshay Singh,,India,Aaj Tak,India,,,,,,,,,,,"",,,,,,,,,
7/15/15,Jalaa al-Abadi,Male,Iraq,Nineveh Reporters Network,Iraq,Internet,"Camera Operator, Photographer","Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,Yes,Yes,"No",,,,,,,,,
7/27/15,Thaer al-Ajlani,Male,Syria,Sham FM; al-Watan,Syria,"Print, Radio, Television","Broadcast, Camera Operator, Print Reporter",War,Yes,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
7/31/15,Rub_n Espinosa Becerril,Male,Mexico,"Proceso, AVC Noticias, Cuartoscuro",Mexico,Print,Photographer,"Culture, Human Rights, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"Yes",,,,,,,,,
Aug-15,Adel Sayegh ,Male,Iraq,Salaheddin TV,Iraqi,Television,"Camera Operator, Photographer","Politics, War",No,Local,Political Group,Murder,Yes,Yes,,"",,,,,,,,,
8/6/15,Gleydson Carvalho,Male,Brazil,Radio Liberdade FM 90.3,Brazil,Radio,Broadcast,"Corruption, Crime",No,Local,Government Officials,Murder,Yes,No,Yes,"No",,,,,,,,,
8/7/15,Niloy Neel,Male,Bangladesh,Freelance,Bangladesh,Internet,Internet Reporter,"Culture, Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
8/9/15,Rasim Aliyev,,Azerbaijan,"Institute for ReportersÕ Freedom and Safety, Azerbaijan News Network",Azerbaijan ,,,,,,,,,,,"",,,,,,,,,
8/19/15,Teodoro Escanilla,,Philippines,DZMS Radio,Philippines,,,,,,,,,,,"",,,,,,,,,
8/19/15,Gregorio Ybanez,,Philippines,Kabuhayan News Service,Philippines,,,,,,,,,,,"",,,,,,,,,
8/19/15,Peter Julius Moi,,South Sudan,Freelance,South Sudan,,,,,,,,,,,"",,,,,,,,,
8/26/15,Adam Ward,Male,USA,WDBJ7,USA,Television,Camera Operator,"Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",No,Local,Local Residents,Dangerous Assignment,,,,"",,,,,,,,,
8/26/15,Alison Parker,Female,USA,WDBJ7,USA,Television,Broadcast,"Business, Corruption, Crime, Culture, Human Rights, Politics, Sports",No,Local,Local Residents,Dangerous Assignment,,,,"",,,,,,,,,
8/27/15,Cosme Maestrado,,Philippines,DXOC Radio,Philippines,,,,,,,,,,,"",,,,,,,,,
8/28/15,Paulo Machava ,,Mozambique,Diario de Noticias,Mozambique,,,,,,,,,,,"",,,,,,,,,
9/8/15,Arshad Ali Jafri,,Pakistan,Geo TV,Pakistan,,,,,,,,,,,"",,,,,,,,,
9/10/15,George Abanga,Male,Ghana,"Success FM, Peace FM",Ghana,Radio,Broadcast,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
9/10/15,Flor Alba Nœ–ez Vargas,Female,Colombia,Red Noticias and La Preferida Estereo,Colombia,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
9/12/15,Yahya Abdul Hamid,Male,Iraq,Radio Rasheed,Iraqi,Radio,Editor,"Corruption, Crime, Human Rights, Politics",No,Local,Political Group,Murder,Yes,Yes,No,"No",,,,,,,,,
9/17/15,Bilal Sharaf al-Deen,Male,Yemen,Al-Masirah TV,Yemen,Television,Camera Operator,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
9/26/15,Obada Ghazal,Male,Syria,SMART News Agency,Syria ,Television,"Camera Operator, Photographer, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
10/3/15,Hemant Yadav,,India,TV24,,,,,,,,,,,,"",,,,,,,,,
10/13/15,Christophe Nkezabahizi,,Burundi,Radio Television Nationale du Burundi ,Burundi,,,,,,,,,,,"",,,,,,,,,
10/23/15,Wasem Aledel,Male,Syria,Maarat Media Center,Syrian,"Television, Internet","Camera Operator, Photographer, Internet Reporter","Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
10/27/15,Jomaa Al-Ahmad (Abu al-Nour al-Halabi),Male,Syria,Shahba Press Agency,Syrian,Internet,"Broadcast, Camera Operator, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
10/30/15,Fares Hamadi,Male,Turkey,Eye on the Homeland,Syrian,"Print, Internet",Producer,"Corruption, Human Rights, Politics, War",No,Foreign,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
10/30/15,Ibrahim Abd al-Qader,Male,Turkey,"Eye on the Homeland, Raqqa is Being Slaughtered Silently",Syrian,"Print, Internet",Editor,"Corruption, Human Rights, Politics, War",No,Foreign,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
10/31/15,Faisal Arefin Dipan,Male,Bangladesh,Jagriti Prokashoni ,Bangladesh,Print,Publisher,,No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
10/31/15,Jose Bernardo,,Philippines,DWBL and DWIZ Radio; Bandera Pilipino,,,,,,,,,,,,"",,,,,,,,,
11/1/15,Mustaf Abdi Noor ,Male,Somalia,Freelance ,Somalia,"Television, Internet","Camera Operator, Photographer","Politics, War",Yes,Local,Political Group,Dangerous Assignment,,,,"",,,,,,,,,
11/3/15,Batoul Mokhles al-Warrar,Female,Syria,Noor al-Sham; Radio Damascus,Syria,"Radio, Television",Broadcast,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
11/3/15,Zaman Mehsud,Male,Pakistan,"Daily Ummat, Daily Nai Baat",Pakistan,Print,Print Reporter,"Human Rights, Politics",Yes,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
11/6/15,Ahmed Abu al-Hamza,Male,Syria,"SMART News Agency, Hama Media Center",Syria,Internet,"Camera Operator, Photographer",War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
11/10/15,Israel Gonçalves Silva,Male,Brazil,R‡dio Itaenga FM,Brazil,Radio,Broadcast,Corruption,No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
11/13/15,Guillaume Barreau-Decherf,Male,France,Freelance ,France,Print,Print Reporter,Culture,Yes,Local,Political Group,Dangerous Assignment,,,,"",,,,,,,,,
11/13/15,êtalo Eduardo Diniz Barros,Male,Brazil,Blog êtalo Diniz,Brazil,Internet,Internet Reporter,Politics,No,Local,"Government Officials, Local Residents",Murder,Yes,No,Yes,"No",,,,,,,,,
11/21/15,Orisl‰ndio Tim—teo Araujo,,Brazil,Blog do Roberto Lano,Brazil,,,,,,,,,,,"",,,,,,,,,
12/3/15,Hindia Haji Mohamed,Female,Somalia,"Radio Mogadishu, Somali National TV",Somalia,"Radio, Television","Broadcast, Producer","Politics, War",No,Local,Political Group,Murder,No,No,No,"No",,,,,,,,,
12/7/15,Zakaria Ibrahim,Male,Syria,Al-Jazeera,Syrian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
12/16/15,Ahmed Mohamed al-Mousa,Male,Syria,Raqqa is Being Slaughtered Silently ,Syria,Internet,Editor,"Human Rights, Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
12/24/15,Mashiur Rahman Utsho,,Bangladesh,Juger Alo,Bangladesh,,,,,,,,,,,"",,,,,,,,,
12/27/15,Naji Jerf,Male,Turkey,"Hentah, Raqqa is Being Slaughtered Silently",Syria,Internet,"Editor, Producer","Human Rights, Politics",No,Foreign,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
1/12/16,Hassan al-Anbaki,Male,Iraq,Al-Sharqiya,Iraq ,Television,Camera Operator,War,No,Local,Political Group,Murder,Yes,No,No,"No",,,,,,,,,
1/12/16,Saif Talal,Male,Iraq,Al-Sharqiya ,Iraq,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
1/16/16,Muhammad Umar ,,Pakistan,Daily Dera News,Pakistan,,,,,,,,,,,"",,,,,,,,,
1/17/16,Almigdad Mojalli,Male,Yemen,Freelance,Yemeni,"Print, Internet","Broadcast, Print Reporter","Culture, Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,,"No",,,,,,,,,
1/21/16,Marcos Hern‡ndez Bautista ,Male,Mexico,"Noticias, Voz e Imagen de Oaxaca",Mexico,"Print, Radio","Broadcast, Print Reporter","Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
1/22/16,Hashim al-Hamran,Male,Yemen,Al-Masirah TV,Yemeni,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
1/29/16,Mohammad Zubair Khaksar,,Afghanistan,Nangarhar Radio and Television ,Afghan,,,,,,,,,,,"",,,,,,,,,
2/5/16,El-Hadj Mohamed Diallo ,Male,Guinea,"Guin_e7, Afrik",Guinea,Internet,Internet Reporter,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No",,,,,,,,,
2/13/16,Karun Misra,Male,India,Jansandesh Times,Indian,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,"Criminal Group, Local Residents",Murder,Yes,No,No,"No",,,,,,,,,
2/16/16,Ahmed al-Shaibani,Male,Yemen,"Yaman News, Yemen TV",Yemeni,"Television, Internet","Camera Operator, Photographer, Internet Reporter",War,Yes,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
2/16/16,Elvis Banggoy Ordaniza,,Philippines,dxWO FM,Philippines,,,,,,,,,,,"",,,,,,,,,
2/19/16,Majid Dirani,Male,Syria,Freelance,Syrian,Internet,"Camera Operator, Internet Reporter",War,Yes,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
2/20/16,Mois_s Dagdug Lutzow,,Mexico,Grupo VX,Mexican,,,,,,,,,,,"",,,,,,,,,
3/10/16,Nicol‡s Humberto Garc’a,,El Salvador,Radio Expressa,,,,,,,,,,,,"",,,,,,,,,
3/10/16,Jo‹o Valdecir de Borba,,Brazil,Radio Difusora AM,Brazilian,,,,,,,,,,,"",,,,,,,,,
3/21/16,Mohammed Ghalib al-Majidi,Male,Yemen,Freelance,Yemeni,Internet,"Camera Operator, Photographer, Internet Reporter","Human Rights, Politics, War",Yes,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
4/12/16,Zaher al-Shurqat,Male,Turkey,Aleppo Today,Syrian,Internet,Broadcast,War,No,Foreign,Political Group,Murder,Yes,No,Yes,"No",,,,,,,,,
4/25/16,Francisco Pacheco Beltr‡n,,Mexico,Sol de Acapulco and Foro de Taxco,Mexican,,,,,,,,,,,"",,,,,,,,,
5/12/16,Akhilesh Pratap,,India,Taaza TV,Indian,,,,,,,,,,,"",,,,,,,,,
5/13/16,Rajdev Ranjan,Male,India,Hindustan,Indian,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
5/14/16,Manuel Santiago Torres Gonz‡lez,,Mexico,Noticias MT,Mexican,,,,,,,,,,,"",,,,,,,,,
5/20/16,Alaa Qassem Mohan,,Iraq,Al-Ahed Radio,Iraqi,,,,,,,,,,,"",,,,,,,,,
5/27/16,Alex Balcoba,,Philippines,PeopleÕs Brigada,The Philippines,,,,,,,,,,,"",,,,,,,,,
6/5/16,David Gilkey,Male,Afghanistan,National Public Radio,American,"Radio, Internet",Photographer,"Politics, War",No,Foreign,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
6/5/16,Zabihullah Tamanna,Male,Afghanistan,National Public Radio,Afghan,"Print, Radio, Internet",Producer,"Culture, Human Rights, Politics, War",Yes,Local,Political Group,Crossfire/Combat-Related,,No,No,"No",,,,,,,,,
6/5/16,Osama Jumaa,Male,Syria,Images Live,Syrian,"Television, Internet","Camera Operator, Photographer",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
6/5/16,Sagal Salad Osman,Female,Somalia,Radio Mogadishu,Somali,Radio,Broadcast,Culture,No,Local,Political Group,Murder,Yes,,,"",,,,,,,,,
6/19/16,Elidio Ramos Z‡rate,Male,Mexico,El Sur,Mexican,Print,Print Reporter,Crime,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
6/21/16,Abdul Wahed Abdul Ghany,,Syria,Anadan Media Center,,,,,,,,,,,,"",,,,,,,,,
6/24/16,Khaled al-Zintani ,Male,Libya,Freelance ,Libyan ,"Television, Internet",Photographer,War,Yes,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
6/25/16,Khaled Eissa ,Male,Syria,Freelance,Syrian,"Television, Internet","Camera Operator, Photographer","Human Rights, War",Yes,Local,Unknown Fire,Murder,Yes,No,No,"No",,,,,,,,,
6/25/16,çlvaro Alfredo Aceituno L—pez ,,Guatemala,Radio Ilusi—n,Guatemalan,,,,,,,,,,,"",,,,,,,,,
7/11/16,Ibrahim Omar,Male,Syria,Al Jazeera,Syrian,Television,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
7/13/16,Ali Mahmud,Male,Iraq,Al-Ghadeer TV,Iraqi,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
7/14/16,Abdullah Mohammad Ghannam,Male,Syria,Shahba Press Agency,Syrian,Internet,"Photographer, Internet Reporter","Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
7/20/16,Pavel Sheremet,Male,Ukraine,"Ukrainska Pravda, Radio Vesti",Russian,"Radio, Internet","Broadcast, Internet Reporter","Corruption, Crime, Politics",No,Foreign,Unknown Fire,Murder,Yes,No,Yes,"No",,,,,,,,,
7/20/16,Pedro Tamayo Rosas,,Mexico,Freelance,Mexican,,,,,,,,,,,"",,,,,,,,,
7/21/16,Abdelqadir Fassouk,Male,Libya,Arraed Satellite TV,Libyan,"Print, Television","Camera Operator, Photographer",War,No,Local,Political Group,Crossfire/Combat-Related,,,,"",,,,,,,,,
7/24/16,Jo‹o Miranda do Carmo,Male,Brazil,SAD Sem Censura,Brazilian,Internet,"Editor, Internet Reporter","Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,Yes,"No",,,,,,,,,
8/1/16,Mohammed Sayyed Hassan,Male,Syria,"All4Syria, Al-Nabaa Media Center",Syrian,Internet,"Photographer, Editor, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
8/2/16,Ahmad Hallak,Male,Syria,Al-Buraq Media Institution,Syrian,Internet,"Photographer, Internet Reporter",War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"",,,,,,,,,
